index,pred,text
30623,5 顆星,好用
10464,1 顆星,點開app必須要更新但play商店卻無新版可更新以致無法開啟app。
19054,1 顆星,"查詢綁定狀態不能用要我修改email說什麼不符合原本資訊但也不能改是什麼爛app, 改了一版新的 但是一樣爛"
29262,5 顆星,將將！邀請你填入我的將來銀行邀請碼開戶享萬內活儲利率最高.優惠！！！ ★我的邀請碼：nxsyz
23909,1 顆星,更新分鐘也還在更新等待中完全沒法使用。
21923,1 顆星,早知道就不更新了現在不能截圖突然不知道怎麼證明已經轉帳
24123,1 顆星,有更新介面變好看了！是有比較好用但是線上轉帳功能還是需要驗證沒有richard好用
8057,1 顆星,整個介面一直在讀取中無法進行操作根本不覺得需要更新介面pouting face
13266,1 顆星,延遲問題太嚴重
11832,5 顆星,載入速度不錯
17389,1 顆星,今天不給我進一直要我從play商店下載才能用我從頭到尾都是play商店下載的呀搞什麼
22849,1 顆星,一直顯示系統忙碌中登了三天還登不進去
11263,1 顆星,好難用！！！！！！！！！為什麼找個轉帳qr code這麼不直覺超難找
16222,5 顆星,好棒的體驗...真是方便太多了!! 很棒的體驗...對於經常轉帳的我真是方便太多了!!輕鬆愉快地經驗!
9010,5 顆星,good
13295,1 顆星,開啟台灣pay速度有夠慢捷徑也根本不是捷徑
10963,1 顆星,更新完按開啟又回到更新畫面無法開啟這是怎麼回事？
5883,5 顆星,非常好用
10019,1 顆星,app設計太醜太不好用可以花錢請專業的來嗎？
13628,5 顆星,新版變得很漂亮終於覺得這個 app 符合 ux 設計很好用了！本來只有一顆星現在有改進就給好評！若試用一個月後沒有什麼 bug 的話會改五顆星！
12952,5 顆星,很棒
25001,1 顆星,越改越爛頁面返回強制要按左上角原本手機的返回鍵就可以了越改越難用是改辛酸的嗎？
762,5 顆星,方便快速
20104,5 顆星,太完美的app！讚的啦
7618,1 顆星,設定自動扣繳卡費常不成功只差二天繳款就要被罰違約金會被這app的自動繳款功能害死！
18056,1 顆星,認真沒用過這麼爛的銀行app
17774,5 顆星,永豐金就是讚
17617,1 顆星,一直沒辦法更新
1350,5 顆星,方便又迅速
9757,5 顆星,好用
9624,5 顆星,很便民
10333,1 顆星,明明就沒更新檔 卻要強制我更新 現在我急著轉帳怎麼辦
18507,1 顆星,華南app版都沒便利定存與解定存功能只能用電腦版本
1859,5 顆星,方便隨時查尋
1163,1 顆星,系統不穩
18323,1 顆星,"app內建的qr存在bug,使用華銀pay,去掃qr許久都無反應讀不到改用別家的網銀app就可以掃碼支付顯見是華銀+的問題請速改善。"
24661,1 顆星,換了隻手機無法完成開卡最接近的也是點擊立刻開卡毫無反應。
21608,5 顆星,好用
4670,5 顆星,很滿意
16322,5 顆星,好用
22962,1 顆星,新版點進去永遠都是在叫我安裝安裝安裝 永遠都在轉圈圈 轉到天荒地老去face with rolling eyesface with rolling eyesface with rolling eyesface with rolling eyesface with rolling eyes 到底是哪裡有問題啊 難用都不行face with rolling eyesface with rolling eyes 已經安裝萬次了face with rolling eyesface with rolling eyes 每次點進去就要安裝 不然就是轉圈圈 是要安裝與轉圈圈到天荒地老去嗎？face with rolling eyesface with rolling eyes 還有設定裡明明綁定也設置快速登入是用圖形 結果每次登錄都要我安裝 打使用者跟密碼...然後每次都要在重新設定....現在是當我們在耍就是啦 這麼沒有安全可靠的網路銀行 face with rolling eyesface with rolling eyesface with rolling eyes 難用到不行 這個工程師團隊明顯功力不足 趕緊包袱收一收走人吧！別丟入現眼 只會造成客戶麻煩與沒有安全感的銀行 品質這麼差 確定我們存在裡面的錢是安全的..... face with rolling eyesface with rolling eyesface with rolling eyes 無數白眼翻到外太空去了！
23649,1 顆星,更新完 一直要解壓縮 解不完 進不去 我對你們回覆不能滿意 我更新不知道等多久 最後只好刪掉再重新下載app 太那個啦....
25722,1 顆星,最爛的自動扣繳系統只要帳戶有錢一定把你扣到完打給客服也只會跟你說下個月還你
17732,5 顆星,讚
16939,5 顆星,很方便
23221,1 顆星,生物識別登入功能無法完成設定 設定頁面開啟功能輸入完密碼按條款同意後一直顯示請至裝置之設定功能完成生物識別設定 然後就無限輪迴無法正常開始功能
2680,5 顆星,好用
20505,1 顆星,前陣子通知有正常但最近是不是更新版本又有問題通知點進去就全黑
18668,1 顆星,建議完善新的app再停掉舊的才能確保服務品質
23267,1 顆星,極不推薦。會在資金進來當天無預警突然禁止轉帳沒任何操作不當情況下而且還是禁止約定帳戶轉帳？且無法在電話處理相關任何情況。造成資金運用困擾延宕數項用錢規劃。就是時間不方便經常臨櫃才使用網銀。關鍵是在極窘迫的時間好不容易臨櫃等號明明沒多少人等到沒時間離開往復。非常擾民如果你無法每天跑臨櫃就不要用。
22091,1 顆星,低能app ux十分糟糕 月這次更新沒跳強制更新導轉到google play要人更新 我輸入正確密碼 因為沒更新跳說輸入資料錯誤 我才去查看是不是有更新 我前面輸入正確的次數居然被列入輸入錯誤次數 現在鎖定網銀不能使用
9957,1 顆星,連絡網路非常慢連結不上有夠爛
28780,1 顆星,打開星展銀行的登入網頁馬上被屏蔽為開發人員使用模式屢試不爽真不知叫人如何使用???
20364,1 顆星,一直閃退
19045,5 顆星,很棒
6057,1 顆星,還不賴還是有某部分需要加強
5833,5 顆星,很好用網銀
29577,1 顆星,常常出現網路異常
12768,5 顆星,簡單又便利
8447,1 顆星,點app後要求要更新點更新後卻只能開啟點開啟又回到更新畫面搞什麼鬼啊
94,1 顆星,打不開app!!手機是vivo v 系列麻煩快點處理！這樣會影響客戶的金融信用狀況 更新 客服及工程師們有努力改善故由一星更為五顆星
15711,5 顆星,很好
21308,1 顆星,為什麼安卓升級後我還要重新登入重點就忘記密碼只有五次機會剩次我要重新登入還一直不讓重設密碼真的很奇怪那是要我變相被鎖嗎？
7522,1 顆星,不要公開
24207,5 顆星,好用！
1501,5 顆星,方便明瞭介面清清楚
11098,1 顆星,恨號
30009,5 顆星,我的將來銀行邀請碼hzxrn
26015,1 顆星,開啟app時畫面一直閃無法使用
21334,1 顆星,"為什麼日股、美股休市會提前通知,台股休市我都沒收到通知,請問月是什麼節日,為什麼休市？農曆年也還沒到？？？"
4786,5 顆星,awesome
608,1 顆星,重試了好幾次都無法轉帳繳費
12996,5 顆星,不錯喔
4602,1 顆星,社群取款能否增加選取line上好友呢？這年頭好友一定有加line不一定有電話。
14223,1 顆星,app一開啟就直接閃退關閉怎麼用？？？？
30167,5 顆星,使用 順暢
17211,5 顆星,還不錯用
8209,1 顆星,新版本介面真的很不直覺而且載入時間比舊版還要久有些按鈕甚至會破圖側面快捷選單跟原本在右上的登出鈕好像也被拔了。 原本的可以說是最好用的網銀app新的根本不行
1580,5 顆星,方便使用
18760,1 顆星,超爛限小時回電客服綁定裝置第一次去電等分鐘沒人接聽隔個小時再打又分鐘沒人接聽既然客服人員不足還要限安裝的人小時要去電給客服中心是要浪費安裝這app使用者的時間還是幫電信公司賺電話費
17909,1 顆星,其他銀行網銀忘了密碼跟代號都能直接線上申辦只有你們家的不能還需要讀卡機才能使用真的很不方便...... 而且app內指紋辨識系統超難用用了老半天都會失敗明明其他銀行的app都沒有這個問題就你們家app 問題最多做的最麻煩
9976,5 顆星,讚
4221,5 顆星,覺得有點卡卡的
29865,1 顆星,一直閃退或是驗證碼不過
26452,5 顆星,方便快速操作簡單
19993,1 顆星,手機不能打就算了用手機打那隻以已點多了還打不進去害客戶花了一堆電話費聽一堆廢話。。差勁的玉山銀行！智能服務一點幫助都沒pouting face
27864,1 顆星,"更新之後就登不進去, 我以為記錯密碼, 用忘記登入, 結果我並沒記錯, 因為他顯示不能用原密碼, 接下來問題又來了, 用了修改的新密碼又登不進去, 這是在搞我？？？ ------------------------------ 隔天問題已解除, 已由星改星"
3576,3 顆星,請問連線異常不能登入要到什麼時候可以恢復正常
17405,1 顆星,更新後無法使用重新卸載後一樣
23889,1 顆星,真的算是老用戶了。不過這次改版真的很容易當 系統沒回應。要改善
3907,5 顆星,服務很好很方便！
323,1 顆星,要開始收手續費了在哪裏通知過阿？害我今天轉帳被扣!蠻爛的耶！要取消使用換別家了。
15865,1 顆星,什麼雞八爛東西 更新不了 操
31166,1 顆星,爛死在海外整個掛掉怎恢復？
17481,1 顆星,什麼爛app 帳密就正確的 也正常連線 一直提示確認連線 無法登入是小 一間銀行一個app都不行這樣好嗎
13127,1 顆星,爛到爆特別是客服處理態度
29391,5 顆星,回饋還沒遇到不能回饋.的 存錢帳戶讚讚的 轉帳次數超多 歡迎使用我的邀請碼！ 拜託拜託(•̀ω•́ ) ★我的邀請碼：dhj ★
3569,1 顆星,"為什麼使用家裡wifi無法連上app,會出現連線異常？"
17269,1 顆星,一樣的問題 照上樓回覆解法 一樣無法更新
19043,5 顆星,很好用 比舊版的好太多了
9531,1 顆星,刷卡幾天 沒有明細就是沒有明細 玉山刷完隔天就全出來了 你們幾天都搞不定 扯
12256,5 顆星,介面簡單好用
4104,1 顆星,無法登入卸載後重新安裝還是無法登入app就是要好用順手穩定頻繁更新造成app當機消費者好感度大幅降低感覺利用該app交易穩定度低信賴感更低很糟糕的app.
6093,5 顆星,很方便唷！
6752,5 顆星,介面清楚
28534,1 顆星,爛東西 就是我本人 一直要我驗證 密碼都正確還不給登入 防小人也不是這樣防的 簡訊驗證了 還那邊要拍身分證 有夠多此一舉
16109,1 顆星,"不能更新也一直不能用不算小的銀行竟然修理不好app, 其他銀行看到會笑死"
9764,5 顆星,很讚的app
23927,1 顆星,更新有夠慢~
14118,1 顆星,為什麼一直登不進去？
14263,1 顆星,因為系統更新又無法開啟兩個禮拜了連網頁版的銀行都很難使用希望快點改善吧！其他銀行的app都沒問題
614,5 顆星,方便
22546,1 顆星,說真的我連一顆星都不想給沒用過這麼難用的網銀app爛透了 線上開戶根本無法上傳證件我到銀行櫃檯人員也無法幫我處理所以開發這個app有什麼存在的必要
12326,1 顆星,沒使用過一家銀行的app會這麼不順這樣卡
6729,1 顆星,無法查詢貸款繳款情形無綁約借款也無法提前清償非常糟糕
24230,1 顆星,常更新但下載非常非常慢
12678,5 顆星,介面設計非常的輕鬆容易懂操作方便
9807,5 顆星,方便好用
27879,1 顆星,線上開戶拍身分證時鏡頭變成自拍模式還只會拍出照鏡子般顛倒的畫面。
9093,1 顆星,更新到不動了 在海外目前無法使用 以及轉帳
19366,5 顆星,good
16275,5 顆星,轉帳.開立定存都挺方便的開
4525,5 顆星,好用
31045,1 顆星,登入一直異常好不容易打通客服說是軟體改版要刪除舊版重裝新版。這些訊息不會直接寫在舊版上嗎？說什麼  連線異常  事件號碼  聯絡客服系統設計人員是假塞長大的嗎？！
28579,5 顆星,感恩的心
27823,1 顆星,下載等太久了
16408,5 顆星,方便
11414,1 顆星,選擇信用卡會員的“快速登入”輸入完帳號密碼轉了分鐘還在顯示loading…… 登入寶可夢遊戲都比你快是怎樣？
14864,1 顆星,目前app已經維修至少天這樣的效率叫人怎麼使用？能否告知何時會修復完成？
10028,5 顆星,用習慣就好
30220,5 顆星,開戶流程中輸入推薦碼：uiwa 即可獲得回饋獎金回饋時間為~
23824,1 顆星,一天到晚連登入都沒辦法銀行欸真的是夕陽產業喔app都做不好？
16504,5 顆星,棒
13289,5 顆星,方便好用
9724,5 顆星,方便清楚迅速
29875,1 顆星,帳戶有餘額還會收到扣款失敗的簡訊
25302,1 顆星,新版介面背景眼睛看得好不舒服 為什麼不能用原本的設計就好
11591,1 顆星,無法更新然後呢？
23745,1 顆星,更新好幾天一直轉轉轉無法更新成功 ！實在太差了 ……
12468,5 顆星,操作簡單易懂
15534,1 顆星,更新後連開啟都不能開啟造成很大的麻煩是不是能先提供舊的版本讓客戶能正常使用呀
3129,5 顆星,方便快速
18040,1 顆星,每天都能透過華南銀行+看到自己存款增加就感到無比興奮
20250,1 顆星,好~app打不開why?
25000,1 顆星,"改版後,沒有原本的直覺式操作介面,不太好用"
30336,1 顆星,閃退次無法開戶...殘念
1459,1 顆星,本來用koko被迫要來使用這個而且目前找不到記帳功能請問未來有規劃上記帳功能嗎
24149,5 顆星,好用！
7016,1 顆星,更新後 無法轉帳 很難用
12155,5 顆星,繼續加油
7982,1 顆星,此次更新一直轉無法更新火大了刪掉程式重新下載結果也一直轉…完全無法進入我的帳戶。
13554,1 顆星,超爛的app又不能用了....
20246,1 顆星,一直閃退==
26922,5 顆星,新光讚
26672,1 顆星,連更新都不能更新 而且之前也發生過幾次了 請正視問題並處理好嗎
11975,5 顆星,覺得使用便利項目明瞭好辨識thumbs up
12671,5 顆星,"富邦行動銀行app真的是我用過所有銀行中最簡單 反應最快速 功能最齊全的, 而且功能越來越完善 真的很感謝富邦團隊的努力 讓我可以在手掌中處理財務, 你們辛苦了 真的很棒"
28102,5 顆星,讚
7980,1 顆星,更新後無法進行轉帳功能說什麼要進入開發人員選項》usb偵錯。 根本找不到路徑直接去銀行問也都沒人知道
14070,5 顆星,………
16050,1 顆星,常常開不了
20752,5 顆星,"用手機app查詢了一下最近的交易明細,發現有一筆轉帳金額不對,多了元,想了一想,應該是跨行轉帳手續費,能否請貴銀行,把手續費也列出一筆紀錄,或則在該筆交易說明有元手續費,才會讓消費者知道為多出元出來,不然會以為app 程式有問題..."
17158,5 顆星,非常方便
11746,5 顆星,很方便
25115,1 顆星,更新後的新版面很難用還是舊版面比較簡潔明瞭希望可以改回去。
26111,1 顆星,刷卡消費明細上只會顯示刷卡消費還要回想是消費什麼 原本的方式怎麼改變了
946,5 顆星,方便
8376,1 顆星,app顯示更新版本點選立即更新跳至google商店只能選開啟進入app不能更新也不能進入app請儘速修復
22704,5 顆星,更新完後之前的白屏問題總算解決了再次給予五星好評~
7835,1 顆星,是要更新多久 整個晚上都在轉圈圈
24793,5 顆星,剛剛體驗了一下不錯蠻好用的！轉帳明確快速....
1316,5 顆星,給了別問了
28535,1 顆星,發肉密
23761,1 顆星,為什麼要強迫更新
19122,5 顆星,"目前使用還ok,但是很希望可以再增加信用卡現金回饋跟紅利回饋的明細這樣就可以知道每筆消費的回饋狀態以及知道有哪些店家像是店中櫃有無符合回饋資格因為其他家銀行都有這個項目可以查詢"
20277,1 顆星,、更新後指紋辨識失效需要重新設定以後若再出現相同問題本評論將再更新。、沒有預約轉帳的功能。、當搜尋台灣pay時此程序跳到第一個。
11870,1 顆星,網銀轉帳真的超爛忙了半天跑了銀行輸入一大堆資料最後告訴你你的手機有風險不能轉帳…耍客戶很好玩嗎？
5752,5 顆星,轉帳安全快速且方便
20625,1 顆星,更新後偷偷不知道在跑什麼超耗電整個崩壞欸改好再載回來
9039,5 顆星,可以送些錢給我嗎
30032,5 顆星,喜歡自訂帳號很好用耶希望能有中華電信聯名限定資費方案跟全聯px專屬折價券grinning squinting face
26368,5 顆星,確定button消失好多天確定靠猜。
22006,1 顆星,爛+爛+爛+爛+爛
1622,5 顆星,好用又方便
2535,1 顆星,轉帳手續費請轉帳前顯示在資料欄裡
17974,1 顆星,改版後沒更新介面會顯示沒有網路一直騙我。
1128,5 顆星,很方便thumbs up
24954,5 顆星,介面清楚使用體驗流暢
16396,3 顆星,未知錯誤是啥小阿
22963,1 顆星,很廢的程式不是銀行客戶很多功能無法使用就連要用信用卡的超商繳款條碼都無法舊版還可以顯示超商繳款條碼新版無法!信用卡用戶下載這個app根本廢物程式佔空間
26404,5 顆星,操作簡單
13946,1 顆星,無法更新跟下載.... 即使載了還是轉圈圈。
19628,3 顆星,希望可以增加繳信用卡費的預約繳費日前功能網銀有為什麼app沒有？
23100,5 顆星,還不錯終於找到買定存的選項。建議登入後可以看到凱基銀行的logo以及切換頁面的反應速度再快一些
11215,5 顆星,讚
795,5 顆星,操作方便系統完善~~~
7455,5 顆星,很好用
2656,5 顆星,原本轉帳就很好用了新板跟本不好用約定常用帳號都不見了
21266,5 顆星,很好用
18033,5 顆星,不錯用
19198,5 顆星,實用!方便!讚!
15607,1 顆星,新户申請登入還要先去找一台晶片卡讀卡機???幹 是在搞什麼鬼啦！只是改個地址需要這麼難嗎？還要下載一堆東西重點是又打不開爛到爆~不能直接電話線上改就好嗎？別家銀行就超人性化的!!!反正也只是寄一些無關緊要的帳單現在我被搞到不想更改地址了就讓信件繼續退回銀行!
10338,1 顆星,一直在已更新頁面跟本進不去
17337,1 顆星,月的信用卡帳單為什麼看不到了以前可以看到所有歷史去其他網頁看根本脫褲子放屁
23595,5 顆星,片中和平
15833,1 顆星,無法更新更新好多天轉不停
8717,1 顆星,非約定帳戶轉帳額度一再重複調升換手機就歸零那要客戶申請做啥？有夠爛
2160,5 顆星,user friendly
21528,1 顆星,今天要用突然不能用了開起來就閃退。上周還可以正常開啟是app更新了新版嗎？ 我的手機是黑鯊 pro。
25851,5 顆星,很便利
27148,5 顆星,好用
18899,1 顆星,跟本無法綁定裝置因為沒有客服人員吧。一直忙線中忙線中忙線中。
589,1 顆星,原本使用上非常順暢這兩天一直無法登入到底是什麼原因
17912,5 顆星,好用
24291,1 顆星,更新一直卡不給更新是怎樣
27605,1 顆星,app很容易當掉
27294,1 顆星,到底是誰設計這個更新後的app公司可以把他fire掉了舊版介面比新版好用太多了新版超難用。
19369,5 顆星,快速及穩定
27512,1 顆星,一直網路回報失敗是鬼打牆嗎已經這麼多相同狀況貴公司好像也沒打算改善處理
5348,5 顆星,好用順利！感謝您！
25024,1 顆星,一開始大改很不習慣尤其急著要用的時候突然太陌生措手不及但等有空再仔細看看時發現首頁變好用可以自己新增小工具這點很加分其他新功能等有空再體驗
2383,4 顆星,無卡提款希望能多些方式像是密碼指紋不要都是人臉辨識行嗎？
3654,1 顆星,無法更新
13997,1 顆星,都無正常使用超過小時了
15771,1 顆星,行動支付選掃描就閃退已更到最新
2166,5 顆星,簡單好用
23644,1 顆星,裝置認證的機制有夠麻煩
29813,5 顆星,還可以
11296,5 顆星,簡單好操作。
23102,1 顆星,無法非約定轉帳是哪招？
30835,1 顆星,權限要求一大堆直接撤換開發者！ 看看別間銀行的app怎麼做吧。
4192,1 顆星,連不上…無法打開也無法更新。
3556,1 顆星,app一進去就出現連線異常明明就正常啊！請修正
15168,1 顆星,一直無限旋轉無法更新網銀都沒辦法使用真的該檢討了。
11018,1 顆星,不會做app的話 給專業的去做！也可以參考別家銀行 怎麼做不是在那邊擺爛！
3359,1 顆星,更新後卻進不去……搞什麼。
17031,5 顆星,方便迅速
3786,5 顆星,方便省時
30812,1 顆星,更新後轉帳發認證碼到最後一步時畫面沒跳出來輸入認証碼畫面？試了好幾次
4358,5 顆星,方便好用
11919,5 顆星,好用
16526,1 顆星,卡看明細也卡登入也卡。太難用
19850,5 顆星,比他家方便使用。 會繼續的使用。
16446,3 顆星,希望無卡存／提款可以不要透過手機連結才能使用 有時手機不一定在身上而且還要設定好再期限內處理好～ 或是有更好的方法改善這問題 外面不一定都遇得到永豐銀行atm
10166,5 顆星,簡單好用。
5798,5 顆星,你好 關於安卓手機系統此app好像只有指紋辨識功能選項是否能像台企銀app一樣快速登入選項＜生物辨識＞進入後有＜指紋辨識＞與＜臉部辨識＞兩個選項可以選擇因為這樣方便供使用者自行決定畢竟臉部辨識較方便且快速。希望貴司開發人員能夠增強app此功能。謝謝。
15792,5 顆星,好用
16996,5 顆星,希望備註欄可以輸入符號別家銀行都可以永豐如果也可以就更好了。加油！
4685,5 顆星,好方便
17526,1 顆星,拜託一下同樣的帳密好幾次都說錯誤結果突然就正確了可以把app搞好嗎
3268,5 顆星,不出門.好方便！
8140,1 顆星,app更新之後開不起來...人在國外真的很不方便
24142,1 顆星,越更新越卡每次還要強制更新無語
26581,5 顆星,介面不會太復雜功能相較於其他銀行app也算前三名的
31034,1 顆星,臺灣銀行的app 跟不上最新潮流在網際整合操作與安全防護上非常低劣！不如私人行庫…… 另外臺灣銀行後端資訊漏洞頻傳廠商保密義務與施工品質都未真正以最高規格監管……真的越來越落後！可悲啊！真能代表台灣嗎？
9282,5 顆星,越用越順手
1124,1 顆星,"亂改版改到亂七八糟莫名其妙難怪罵聲連連。 拜託拜託請把這個app收回去,否則會害很多客戶砸爛手機！交易認證碼根本不能用,整個app跑不動這個app是設計給用戶摔手機用的嗎？拜託拜託像這種水準的app請不要上架好嗎？能用嗎？ 轉圈圈轉個不停跑不動的app"
23747,1 顆星,一直更新根本擾民
14386,1 顆星,一個app跑到就卡圖也不只我反映。修也不修爛透了。
23787,1 顆星,越改越爛爛app
19685,5 顆星,很方便
31356,1 顆星,強制使用者提供手機所有權限不然不能使用是我用過網路銀行app中最霸道的比中國來的app不遑多讓啊
2819,5 顆星,good
416,1 顆星,vivo x pro的手機會閃退 無法使用
1526,5 顆星,使用方便
8810,5 顆星,好
8740,5 顆星,很方便！讚
22855,5 顆星,好用
19773,1 顆星,為什麼無法登入。。。
18287,5 顆星,一切都不錯但某次更新後信用卡消費明細就不能選只看其中一卡消費。 請講此功能更新回來謝謝
12612,5 顆星,操作方便明確
31124,1 顆星,更新後就不能登入了需要重新安裝
29035,5 顆星,not bad
28037,1 顆星,烂爆 已注册过 卡寄来 没有在时间开起 资料还在 帐密正确 无法入 不删除留在做古董 在重新注册 已存在 这小事都做不好 包伏打包回家 还要跟人开网银 笑死人 这只是其一缺点
21641,1 顆星,無卡提款天了一直出現d系統服務出現問題。 搞不清楚別家數位銀行我用過從來沒有問題過。 第一次申請玉山的數位銀行。卻讓人失望。 如果資訊人員的素質不夠是不是不應該開放此功能。不然不禁讓人擔心錢放在改該銀行是不是也會出現系統服務出現問題而無法提款。
6904,1 顆星,收出款有時沒有收到通知
22216,5 顆星,讚
12191,5 顆星,good
31417,1 顆星,功能敘述不直覺顏色設計不專業易用性極差
22506,1 顆星,更新後 我無法登入 一直系統在跑 還是無法登入 還叫我與客服聯絡 一直出現問題 真的比別家銀行難用耶 缺點一堆 已經打算將戶下全部轉移其他銀行了
10713,1 顆星,無法登入一直說要更新但是更新按下去之後就跳出界面了
6453,1 顆星,有更新應該一開始就通知不要登入後又退出再更新然後重新登入很煩講了也沒用一直這樣有比一星低的評價嗎？
19390,5 顆星,解除綁定後再新增後可順利使用生物驗證登入了。
18073,1 顆星,台灣pay付款碼一直閃退開不起來是怎樣
28496,5 顆星,直覺好用！
596,5 顆星,讚
5869,5 顆星,非常快速方便使用。
14909,1 顆星,無法 登入
20254,5 顆星,讚
16145,1 顆星,一直無法更新阿
2664,1 顆星,真的很爛！新版轉帳的金額根本輸入不進去！
23423,1 顆星,要登入卻一直顯示系統無回應解除再重新下載一樣無法使用！
30399,5 顆星,好用。謝謝！
16201,5 顆星,不錯
20853,1 顆星,最近圖形 指紋等快速登入全部都一直出現驗證失敗
5747,5 顆星,不錯
30268,5 顆星,最方便的網銀
624,1 顆星,"別家集團都在進步,就國泰一直在退步"
7433,1 顆星,進不去
26137,1 顆星,"無法更新+, 更新成功謝謝。"
25862,5 顆星,很好用的網銀
2064,1 顆星,打不開
25779,1 顆星,無法下載更新
17005,5 顆星,很好用
10476,1 顆星,無法更新
10358,1 顆星,為什麼更新到最新版本後還一直說要更新到最新軟體憑證 根本無法登入介面使用 重新開機後也是一樣 有夠誇張
18147,5 顆星,讚
12052,5 顆星,很棒
2365,5 顆星,好用
24441,1 顆星,外幣定存解約頁面有bug會變成空畫面
11815,5 顆星,簡單易懂使用很順暢
11782,5 顆星,好用
17137,5 顆星,方便
20525,5 顆星,操作介面簡單快速、便利比各大銀行的app好用多了
27706,1 顆星,兩光銀行網銀有夠難用基本的網路atm設限一堆網站不時就掛掉
2964,3 顆星,更新後約定轉帳不見了...
27201,1 顆星,一個字爛
25667,5 顆星,希望信用卡可以增加目前的回饋優惠
11023,1 顆星,更新完！沒法打開！ 這是更新什麼意思的！也太爛了吧！
7784,1 顆星,新介面的糟糕體驗
8423,1 顆星,app顯示 要求立即更新為最新版本 我點選後 卻一直顯示開始 也就是毋需更新 然後又跳回請立即更新為最新版本 再按又顯示開始 結論就是這個app 我不能進去了 將app刪除再重新下載 還是一樣這樣子 中國信託銀行的資管人才 只有這麼樣的水準嗎？
8776,5 顆星,請問為什麼健保繳費不能掃條碼只有國民年金才有條碼可掃？！
21585,1 顆星,子帳戶轉帳時一直斷線
23980,1 顆星,"爛死了app,key錯次密碼就說已經錯次再試一次就錯次了…… 改用phoneez登入就可以現在又鎖住了到底！？ 請問更新的目的到底是為了什麼？ 看了其他人的評價回覆也都一樣到底有沒有想改善啊"
14941,5 顆星,何時能修理好
21499,5 顆星,不錯
6178,5 顆星,方便迅速的完成金融交易
16425,5 顆星,good job
30168,5 顆星,簡單方便
9620,5 顆星,很好
16900,5 顆星,快速有效率
16458,1 顆星,進行更新在那轉半天！
17763,1 顆星,一直無法更新
30716,1 顆星,撥打電話跟管理通話並非是必備權限如果其他銀行不需要也能使用沒道理你們做不到
29958,1 顆星,為什麼開戶還要聯徵？
14572,1 顆星,app根本開不起來= =+
1295,1 顆星,老年人記不住也不會
3325,1 顆星,大家一直反應網銀有問題?卻沒有人或工程師出來解決問題!滿糟糕的...
10016,1 顆星,顯示登入成功畫面一直轉重開app重新登入也是顯示登入成功轉分鐘轉不出來face with rolling eyesface with rolling eyes
27800,5 顆星,很棒
1300,5 顆星,方便快速
25535,5 顆星,good
5276,1 顆星,搞屁 急著繳費 顯示要更新 擾民
2956,1 顆星,逾時..吃到飽
9147,5 顆星,好用
16369,5 顆星,好
781,5 顆星,已使用年了但子帳戶儲蓄扣款日無法改時間先給星
8213,5 顆星,方便明瞭
30643,5 顆星,可以整合信用卡活動登陸嗎？ 查看自己餘額同時順便登錄活動
21460,1 顆星,為啥更新後就要重新綁定現在是要如何重新綁定也沒有任何說明莫名其妙。
28039,5 顆星,好
12934,5 顆星,使用算方便希望有條碼繳費選項
7983,1 顆星,從更新後版本後因為我的手機太舊所以app就停在啟動畫面就當掉不動請更新版本也估又可以兼容舊手機的作業系統app不然不要強迫使用者更新！！！
31122,1 顆星,爛
20325,1 顆星,並非直覺式的操作 詢問銀行人員的網路人員 網路人員說他只拿iphone 說他不會用android 然後他們詢問人員才知道要怎麼操作 也問了很久 林玉山銀行的人員都不知道怎麼操作android的程式的話 那不是很奇怪嗎
19157,3 顆星,希望能在台幣總覽那邊直接顯示可用餘額別家銀行都是放在這個位置比較好找不然每次都要點到設定裡面去查詢餘額很不便
7634,1 顆星,更新後超難用的明明已經設定好圖形解鎖兩次了還是又要我再重設很不行
22112,1 顆星,連線不順竟然四天連不上什麼服務啊！
20768,1 顆星,我已經在意見欄說明我設定就是這樣做了你們還是回應一模一樣的作法是在鬼打牆喔？ 一天同一個訊息通知跳出來好幾次煩都煩死了！已經在app設定不接受最新優惠訊息只接受帳務相關的結果還一直跳出根本是假的！請不要再造成客戶的困擾好嗎？！
8392,5 顆星,方便
29805,1 顆星,app跑很慢登不太進去
18317,1 顆星,更新完後一直卡在初始畫面
22774,1 顆星,為什麼更新後常用的聯絡帳號都不見
26052,5 顆星,非常好用實在速度快
15221,1 顆星,我在第一銀行有筆保險（-年前電話行銷買的）但卻在app裡找不到保單
12785,5 顆星,很順手方便
23133,5 顆星,平安喜樂福恩滿溢阿們。
18900,1 顆星,找不到台幣活存轉定存選項
29451,1 顆星,這更不實在
20083,5 顆星,方便好用
14377,1 顆星,爛死更新完就不能截圖越用越爛傻眼
25213,1 顆星,新版查明細好難找使用很不友善。而且登出後用『上一頁』無法關閉程式真不知幹嘛改版。
2460,5 顆星,很方便很快繳費
27988,1 顆星,"沒用過這麼爛的銀行app,打個帳號密碼這麼麻煩明明輸入正確還跳錯誤害我被鎖解鎖重設密碼了輸入還是錯點立即開戶連動到line就登入了我真的傻眼什麼爛登入系統果斷刪除"
14517,1 顆星,每次要使用就當了都要重新下載才可以用是怎麼了
23648,1 顆星,線上申請永久額度一直都收不到驗證簡訊資料都重打過好幾回了還是收不到
29150,5 顆星,簡單易懂操作容易好用！
29882,5 顆星,匯入或新增的錢包的項目希望在備註的部份可以自行再做編輯以利分類說明記帳
